transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000000511,2024-01-11 21:58:31,P2M,Entertainment,661,SUCCESS,36-45,18-25,Tamil Nadu,HDFC,PNB,Android,5G,0,21,Thursday,0
TXN0000000512,2024-09-02 19:06:08,P2P,Grocery,222,SUCCESS,36-45,56+,Maharashtra,PNB,SBI,Android,WiFi,0,19,Monday,0
TXN0000000513,2024-09-13 09:39:18,P2P,Grocery,1064,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,Axis,Android,4G,0,9,Friday,0
TXN0000000514,2024-01-02 18:12:50,P2P,Food,476,SUCCESS,56+,18-25,Telangana,IndusInd,SBI,iOS,4G,0,18,Tuesday,0
TXN0000000515,2024-06-28 11:22:07,P2M,Fuel,4976,SUCCESS,46-55,36-45,Tamil Nadu,Kotak,SBI,Android,4G,0,11,Friday,0
TXN0000000516,2024-08-30 09:35:30,P2M,Fuel,4305,SUCCESS,26-35,18-25,Telangana,HDFC,Axis,Android,4G,0,9,Friday,0
TXN0000000517,2024-02-08 13:43:43,P2M,Food,497,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,IndusInd,iOS,4G,0,13,Thursday,0
TXN0000000518,2024-03-20 11:10:25,P2P,Food,265,SUCCESS,36-45,36-45,West Bengal,HDFC,SBI,iOS,5G,0,11,Wednesday,0
TXN0000000519,2024-09-12 02:30:07,P2M,Entertainment,1715,SUCCESS,26-35,26-35,Telangana,SBI,HDFC,iOS,5G,0,2,Thursday,0
TXN0000000520,2024-06-16 08:16:16,Recharge,Shopping,166,SUCCESS,26-35,26-35,Uttar Pradesh,SBI,PNB,Android,4G,0,8,Sunday,1
TXN0000000521,2024-05-21 18:45:07,Bill Payment,Other,432,SUCCESS,26-35,46-55,Karnataka,HDFC,PNB,Android,WiFi,0,18,Tuesday,0
TXN0000000522,2024-02-12 06:59:16,P2M,Shopping,9541,SUCCESS,18-25,36-45,Tamil Nadu,IndusInd,Axis,Android,4G,0,6,Monday,0
TXN0000000523,2024-05-10 13:25:43,Recharge,Grocery,1086,SUCCESS,56+,18-25,Delhi,ICICI,SBI,Android,5G,0,13,Friday,0
TXN0000000524,2024-03-29 18:04:48,Bill Payment,Fuel,473,SUCCESS,26-35,18-25,Rajasthan,Yes Bank,IndusInd,iOS,4G,0,18,Friday,0
TXN0000000525,2024-01-26 22:25:36,P2M,Shopping,646,SUCCESS,36-45,36-45,Delhi,SBI,SBI,Android,4G,0,22,Friday,0
TXN0000000526,2024-08-16 01:17:22,P2P,Utilities,2243,SUCCESS,18-25,18-25,Rajasthan,PNB,Axis,Android,4G,0,1,Friday,0
TXN0000000527,2024-09-11 10:40:44,P2P,Entertainment,123,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,Yes Bank,Android,5G,0,10,Wednesday,0
TXN0000000528,2024-05-19 16:32:53,P2P,Healthcare,966,SUCCESS,56+,18-25,Maharashtra,IndusInd,PNB,Android,4G,0,16,Sunday,1
TXN0000000529,2024-08-15 03:12:05,P2M,Education,3795,SUCCESS,46-55,26-35,Rajasthan,SBI,Axis,Android,5G,0,3,Thursday,0
TXN0000000530,2024-09-15 23:27:01,P2P,Utilities,3474,SUCCESS,18-25,26-35,Delhi,Axis,Axis,Android,5G,0,23,Sunday,1
TXN0000000531,2024-01-14 19:41:03,Recharge,Shopping,6859,SUCCESS,26-35,26-35,West Bengal,HDFC,Kotak,Android,4G,0,19,Sunday,1
TXN0000000532,2024-08-19 16:33:16,P2P,Grocery,248,SUCCESS,26-35,26-35,Karnataka,PNB,Kotak,Android,4G,0,16,Monday,0
TXN0000000533,2024-12-10 12:35:42,Recharge,Transport,73,SUCCESS,18-25,46-55,Tamil Nadu,HDFC,ICICI,Web,4G,0,12,Tuesday,0
TXN0000000534,2024-10-25 15:55:14,P2M,Grocery,909,FAILED,26-35,36-45,Maharashtra,PNB,IndusInd,Android,4G,0,15,Friday,0
TXN0000000535,2024-08-23 11:58:01,Bill Payment,Grocery,375,SUCCESS,46-55,18-25,West Bengal,IndusInd,Axis,iOS,4G,0,11,Friday,0
TXN0000000536,2024-01-02 22:04:20,P2M,Utilities,293,SUCCESS,36-45,56+,Delhi,SBI,SBI,iOS,4G,0,22,Tuesday,0
TXN0000000537,2024-04-12 10:32:18,P2M,Other,444,SUCCESS,26-35,56+,Karnataka,PNB,IndusInd,Android,5G,0,10,Friday,0
TXN0000000538,2024-08-22 22:38:48,P2M,Fuel,2065,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,Yes Bank,Android,5G,0,22,Thursday,0
TXN0000000539,2024-02-08 15:31:08,P2P,Utilities,4001,SUCCESS,26-35,46-55,Tamil Nadu,IndusInd,IndusInd,Android,4G,0,15,Thursday,0
TXN0000000540,2024-12-17 14:41:14,P2P,Shopping,631,SUCCESS,18-25,36-45,Uttar Pradesh,Kotak,PNB,Android,3G,0,14,Tuesday,0
TXN0000000541,2024-01-20 14:25:32,P2M,Transport,337,SUCCESS,56+,26-35,Karnataka,SBI,IndusInd,Android,5G,0,14,Saturday,1
TXN0000000542,2024-11-22 06:54:22,P2M,Entertainment,725,SUCCESS,46-55,18-25,Andhra Pradesh,Yes Bank,Yes Bank,iOS,4G,0,6,Friday,0
TXN0000000543,2024-04-02 17:13:12,P2M,Shopping,811,SUCCESS,36-45,26-35,Rajasthan,HDFC,ICICI,Android,4G,0,17,Tuesday,0
TXN0000000544,2024-09-04 14:39:10,P2M,Fuel,3673,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,ICICI,Android,4G,0,14,Wednesday,0
TXN0000000545,2024-06-24 16:21:48,P2P,Other,376,SUCCESS,36-45,56+,Rajasthan,SBI,Yes Bank,Android,WiFi,0,16,Monday,0
TXN0000000546,2024-02-24 18:55:46,P2P,Food,453,SUCCESS,26-35,26-35,West Bengal,IndusInd,Kotak,Android,WiFi,0,18,Saturday,1
TXN0000000547,2024-03-29 18:31:44,P2M,Shopping,5220,SUCCESS,18-25,36-45,West Bengal,SBI,Kotak,Android,5G,0,18,Friday,0
TXN0000000548,2024-12-14 09:45:30,P2P,Grocery,316,FAILED,18-25,36-45,Maharashtra,SBI,ICICI,iOS,5G,0,9,Saturday,1
TXN0000000549,2024-08-06 17:35:42,Recharge,Entertainment,705,SUCCESS,36-45,26-35,Uttar Pradesh,SBI,ICICI,Android,4G,0,17,Tuesday,0
TXN0000000550,2024-12-30 20:38:46,P2P,Food,378,SUCCESS,26-35,36-45,Uttar Pradesh,ICICI,ICICI,Android,4G,0,20,Monday,0
TXN0000000551,2024-11-12 17:59:05,P2P,Fuel,2170,SUCCESS,18-25,46-55,Andhra Pradesh,HDFC,HDFC,Android,4G,0,17,Tuesday,0
TXN0000000552,2024-12-20 20:56:11,P2M,Food,496,SUCCESS,36-45,56+,Delhi,SBI,HDFC,Android,5G,0,20,Friday,0
TXN0000000553,2024-06-10 18:03:20,P2M,Shopping,8360,SUCCESS,18-25,26-35,Telangana,HDFC,IndusInd,Android,4G,0,18,Monday,0
TXN0000000554,2024-10-20 18:51:13,P2M,Food,228,SUCCESS,36-45,18-25,Delhi,Yes Bank,PNB,Android,4G,0,18,Sunday,1
TXN0000000555,2024-02-01 20:45:47,P2P,Grocery,465,SUCCESS,36-45,56+,Rajasthan,Yes Bank,ICICI,Android,WiFi,0,20,Thursday,0
TXN0000000556,2024-04-23 13:40:40,P2P,Utilities,4885,SUCCESS,18-25,18-25,Tamil Nadu,SBI,Yes Bank,iOS,5G,0,13,Tuesday,0
TXN0000000557,2024-03-30 20:52:29,P2M,Fuel,564,SUCCESS,26-35,18-25,Karnataka,IndusInd,SBI,Android,WiFi,0,20,Saturday,1
TXN0000000558,2024-01-28 21:23:39,P2M,Shopping,3336,SUCCESS,36-45,56+,Maharashtra,HDFC,IndusInd,Android,WiFi,0,21,Sunday,1
TXN0000000559,2024-12-18 16:11:18,P2M,Utilities,2020,SUCCESS,18-25,36-45,Rajasthan,IndusInd,PNB,Android,4G,0,16,Wednesday,0
TXN0000000560,2024-07-16 19:42:11,P2P,Grocery,231,SUCCESS,18-25,26-35,Karnataka,SBI,Kotak,iOS,4G,0,19,Tuesday,0
TXN0000000561,2024-10-15 21:51:36,P2P,Shopping,1043,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,ICICI,Android,4G,0,21,Tuesday,0
TXN0000000562,2024-01-03 12:48:58,P2M,Utilities,3858,SUCCESS,18-25,26-35,Telangana,Yes Bank,SBI,Android,4G,0,12,Wednesday,0
TXN0000000563,2024-08-02 12:47:44,Bill Payment,Shopping,1519,SUCCESS,36-45,26-35,Rajasthan,SBI,Kotak,iOS,4G,0,12,Friday,0
TXN0000000564,2024-10-06 22:23:25,P2P,Grocery,502,SUCCESS,18-25,26-35,Delhi,Axis,SBI,Android,4G,0,22,Sunday,1
TXN0000000565,2024-12-29 22:21:52,P2M,Shopping,3927,SUCCESS,18-25,18-25,Karnataka,HDFC,Axis,Android,4G,0,22,Sunday,1
TXN0000000566,2024-08-24 09:05:43,P2M,Grocery,3803,SUCCESS,36-45,36-45,Andhra Pradesh,Yes Bank,PNB,iOS,3G,0,9,Saturday,1
TXN0000000567,2024-10-07 04:53:33,P2P,Grocery,2533,SUCCESS,56+,36-45,Rajasthan,Yes Bank,Kotak,Android,3G,0,4,Monday,0
TXN0000000568,2024-03-01 19:06:32,Bill Payment,Utilities,6857,SUCCESS,26-35,36-45,West Bengal,Axis,Kotak,Android,4G,0,19,Friday,0
TXN0000000569,2024-08-07 15:10:07,P2M,Utilities,645,SUCCESS,26-35,18-25,Tamil Nadu,HDFC,PNB,Web,4G,0,15,Wednesday,0
TXN0000000570,2024-05-28 09:51:04,P2P,Shopping,4394,SUCCESS,36-45,18-25,Karnataka,SBI,HDFC,Android,4G,0,9,Tuesday,0
TXN0000000571,2024-03-01 20:59:07,P2M,Grocery,93,SUCCESS,18-25,18-25,Uttar Pradesh,IndusInd,Axis,Android,4G,0,20,Friday,0
TXN0000000572,2024-03-17 18:28:49,Bill Payment,Transport,191,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,PNB,Android,4G,0,18,Sunday,1
TXN0000000573,2024-06-26 11:38:31,Bill Payment,Food,668,SUCCESS,18-25,36-45,West Bengal,IndusInd,Kotak,iOS,4G,0,11,Wednesday,0
TXN0000000574,2024-11-10 12:45:50,P2M,Entertainment,88,SUCCESS,46-55,18-25,Andhra Pradesh,SBI,IndusInd,Android,4G,0,12,Sunday,1
TXN0000000575,2024-04-29 16:01:24,P2M,Shopping,1371,SUCCESS,26-35,18-25,West Bengal,SBI,SBI,Android,4G,0,16,Monday,0
TXN0000000576,2024-09-05 14:59:57,P2M,Healthcare,214,SUCCESS,18-25,26-35,Rajasthan,SBI,SBI,Android,4G,0,14,Thursday,0
TXN0000000577,2024-07-29 10:55:16,P2P,Shopping,776,SUCCESS,56+,26-35,Uttar Pradesh,ICICI,PNB,Android,5G,0,10,Monday,0
TXN0000000578,2024-04-04 13:43:58,P2M,Utilities,3101,SUCCESS,36-45,36-45,Telangana,SBI,SBI,Android,4G,0,13,Thursday,0
TXN0000000579,2024-04-29 21:19:54,P2M,Transport,655,SUCCESS,26-35,18-25,Tamil Nadu,SBI,IndusInd,iOS,4G,0,21,Monday,0
TXN0000000580,2024-07-21 13:00:20,P2P,Utilities,2332,SUCCESS,36-45,18-25,Maharashtra,Axis,ICICI,Android,4G,0,13,Sunday,1
TXN0000000581,2024-08-18 14:20:24,Bill Payment,Grocery,1287,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,Web,4G,0,14,Sunday,1
TXN0000000582,2024-10-25 21:53:57,P2P,Shopping,869,SUCCESS,26-35,26-35,Uttar Pradesh,Axis,Kotak,iOS,5G,0,21,Friday,0
TXN0000000583,2024-11-26 21:06:50,P2M,Utilities,325,SUCCESS,18-25,36-45,West Bengal,Kotak,SBI,iOS,4G,0,21,Tuesday,0
TXN0000000584,2024-11-02 07:39:52,P2P,Fuel,653,SUCCESS,36-45,26-35,Delhi,ICICI,IndusInd,Web,5G,0,7,Saturday,1
TXN0000000585,2024-09-15 08:12:17,P2M,Shopping,5196,SUCCESS,36-45,26-35,Maharashtra,PNB,SBI,iOS,WiFi,0,8,Sunday,1
TXN0000000586,2024-10-04 19:37:53,P2P,Entertainment,766,SUCCESS,26-35,36-45,Andhra Pradesh,HDFC,Kotak,Android,4G,0,19,Friday,0
TXN0000000587,2024-12-04 17:24:01,Bill Payment,Grocery,1006,SUCCESS,18-25,18-25,West Bengal,SBI,HDFC,Android,4G,0,17,Wednesday,0
TXN0000000588,2024-11-13 19:13:47,P2P,Transport,126,FAILED,26-35,26-35,Rajasthan,HDFC,PNB,Android,5G,0,19,Wednesday,0
TXN0000000589,2024-12-13 17:38:40,P2P,Grocery,1944,SUCCESS,36-45,26-35,Gujarat,Axis,PNB,Android,5G,0,17,Friday,0
TXN0000000590,2024-09-03 14:50:55,P2M,Grocery,1623,SUCCESS,18-25,18-25,Gujarat,Yes Bank,Axis,Android,4G,0,14,Tuesday,0
TXN0000000591,2024-05-20 23:23:42,P2P,Food,113,SUCCESS,26-35,26-35,Delhi,IndusInd,ICICI,Android,4G,0,23,Monday,0
TXN0000000592,2024-07-04 12:45:36,P2M,Grocery,914,SUCCESS,36-45,36-45,Rajasthan,PNB,Kotak,Android,5G,0,12,Thursday,0
TXN0000000593,2024-08-27 12:30:00,P2M,Utilities,629,SUCCESS,18-25,18-25,Tamil Nadu,IndusInd,HDFC,Android,4G,0,12,Tuesday,0
TXN0000000594,2024-03-13 12:57:48,P2P,Other,646,SUCCESS,46-55,18-25,Delhi,ICICI,SBI,iOS,5G,0,12,Wednesday,0
TXN0000000595,2024-01-27 16:26:09,P2P,Shopping,679,SUCCESS,26-35,36-45,Gujarat,Kotak,ICICI,iOS,4G,0,16,Saturday,1
TXN0000000596,2024-11-03 18:06:04,P2P,Food,460,SUCCESS,26-35,36-45,Maharashtra,Axis,ICICI,Android,3G,0,18,Sunday,1
TXN0000000597,2024-01-12 21:52:57,P2P,Utilities,2673,SUCCESS,26-35,36-45,Maharashtra,HDFC,Axis,Android,4G,0,21,Friday,0
TXN0000000598,2024-11-22 11:55:09,P2P,Grocery,389,SUCCESS,36-45,18-25,Gujarat,ICICI,HDFC,Android,3G,0,11,Friday,0
TXN0000000599,2024-10-25 04:31:14,P2P,Grocery,654,SUCCESS,18-25,26-35,Maharashtra,Yes Bank,IndusInd,Android,4G,0,4,Friday,0
TXN0000000600,2024-09-17 17:18:56,P2P,Entertainment,448,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,Kotak,iOS,5G,0,17,Tuesday,0
TXN0000000601,2024-02-27 16:08:27,P2M,Other,510,SUCCESS,36-45,56+,Maharashtra,Axis,HDFC,iOS,WiFi,0,16,Tuesday,0
TXN0000000602,2024-11-07 20:10:14,P2M,Grocery,303,SUCCESS,18-25,18-25,Telangana,Kotak,SBI,Android,4G,0,20,Thursday,0
TXN0000000603,2024-03-26 22:24:12,P2P,Grocery,1406,SUCCESS,36-45,26-35,Karnataka,PNB,Kotak,Android,4G,0,22,Tuesday,0
TXN0000000604,2024-10-17 19:17:57,P2P,Healthcare,873,SUCCESS,26-35,26-35,Gujarat,SBI,PNB,iOS,3G,0,19,Thursday,0
TXN0000000605,2024-03-20 16:19:47,P2P,Entertainment,1094,SUCCESS,26-35,18-25,Karnataka,IndusInd,IndusInd,iOS,3G,0,16,Wednesday,0
TXN0000000606,2024-06-11 18:24:13,Bill Payment,Other,2596,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,SBI,iOS,5G,0,18,Tuesday,0
TXN0000000607,2024-06-26 15:11:32,P2M,Grocery,661,SUCCESS,26-35,18-25,Gujarat,Axis,SBI,Android,4G,0,15,Wednesday,0
TXN0000000608,2024-05-24 16:20:42,P2M,Entertainment,671,SUCCESS,26-35,18-25,West Bengal,Axis,Kotak,Web,4G,0,16,Friday,0
TXN0000000609,2024-05-15 16:04:47,P2P,Food,107,SUCCESS,26-35,26-35,Gujarat,Axis,HDFC,Android,WiFi,0,16,Wednesday,0
TXN0000000610,2024-03-29 21:52:52,Bill Payment,Healthcare,1688,SUCCESS,56+,26-35,Karnataka,HDFC,SBI,Android,WiFi,0,21,Friday,0
TXN0000000611,2024-09-06 19:09:07,P2P,Entertainment,196,SUCCESS,46-55,26-35,Karnataka,IndusInd,IndusInd,Android,4G,0,19,Friday,0
TXN0000000612,2024-10-11 12:40:14,Bill Payment,Food,408,SUCCESS,36-45,18-25,Maharashtra,Axis,SBI,Android,4G,0,12,Friday,0
TXN0000000613,2024-06-10 13:59:13,P2M,Transport,401,SUCCESS,56+,26-35,Andhra Pradesh,IndusInd,ICICI,iOS,3G,0,13,Monday,0
TXN0000000614,2024-10-16 12:31:23,P2M,Grocery,208,SUCCESS,18-25,36-45,Uttar Pradesh,HDFC,SBI,iOS,WiFi,0,12,Wednesday,0
TXN0000000615,2024-02-12 18:46:54,P2P,Transport,1496,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,SBI,Android,4G,0,18,Monday,0
TXN0000000616,2024-12-13 16:21:19,Recharge,Shopping,331,SUCCESS,18-25,26-35,Tamil Nadu,SBI,Axis,iOS,4G,0,16,Friday,0
TXN0000000617,2024-09-11 09:02:38,P2P,Grocery,301,SUCCESS,26-35,26-35,Telangana,SBI,ICICI,Android,4G,0,9,Wednesday,0
TXN0000000618,2024-09-04 12:54:45,P2P,Food,70,SUCCESS,36-45,26-35,Maharashtra,HDFC,IndusInd,iOS,4G,0,12,Wednesday,0
TXN0000000619,2024-03-11 22:44:11,P2P,Other,581,SUCCESS,18-25,26-35,Telangana,ICICI,PNB,Android,4G,0,22,Monday,0
TXN0000000620,2024-05-21 23:50:39,P2P,Education,7282,SUCCESS,18-25,46-55,Uttar Pradesh,SBI,ICICI,Android,4G,0,23,Tuesday,0
TXN0000000621,2024-11-21 12:33:48,P2P,Grocery,1228,SUCCESS,18-25,46-55,Maharashtra,SBI,ICICI,Web,4G,0,12,Thursday,0
TXN0000000622,2024-10-05 14:48:45,P2M,Grocery,948,SUCCESS,18-25,26-35,Tamil Nadu,Kotak,SBI,Android,WiFi,0,14,Saturday,1
TXN0000000623,2024-11-30 12:36:45,P2P,Utilities,1097,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,SBI,Android,4G,0,12,Saturday,1
TXN0000000624,2024-05-23 18:19:52,P2M,Transport,597,SUCCESS,26-35,46-55,Telangana,ICICI,Yes Bank,Android,4G,0,18,Thursday,0
TXN0000000625,2024-10-30 15:42:59,P2M,Fuel,419,SUCCESS,18-25,46-55,Delhi,IndusInd,Kotak,iOS,4G,0,15,Wednesday,0
TXN0000000626,2024-07-12 17:20:51,P2P,Transport,151,SUCCESS,46-55,26-35,Uttar Pradesh,ICICI,IndusInd,Android,4G,0,17,Friday,0
TXN0000000627,2024-01-27 20:33:20,P2M,Food,327,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,Android,WiFi,0,20,Saturday,1
TXN0000000628,2024-05-21 10:17:55,P2M,Food,68,SUCCESS,26-35,26-35,Karnataka,Yes Bank,HDFC,Android,4G,0,10,Tuesday,0
TXN0000000629,2024-06-04 21:10:12,P2M,Utilities,5176,SUCCESS,36-45,18-25,Gujarat,Kotak,PNB,Android,4G,0,21,Tuesday,0
TXN0000000630,2024-08-02 18:24:24,P2M,Fuel,1172,SUCCESS,56+,56+,Telangana,Axis,Yes Bank,Android,4G,0,18,Friday,0
TXN0000000631,2024-03-25 19:45:58,P2P,Shopping,244,SUCCESS,46-55,18-25,Rajasthan,IndusInd,PNB,Android,3G,0,19,Monday,0
TXN0000000632,2024-06-28 05:25:39,P2M,Entertainment,215,SUCCESS,36-45,46-55,West Bengal,SBI,HDFC,Android,4G,0,5,Friday,0
TXN0000000633,2024-10-20 13:13:47,Bill Payment,Fuel,349,SUCCESS,18-25,36-45,Gujarat,IndusInd,IndusInd,Android,5G,0,13,Sunday,1
TXN0000000634,2024-02-08 18:15:17,P2P,Grocery,197,FAILED,18-25,36-45,Karnataka,IndusInd,SBI,Android,WiFi,0,18,Thursday,0
TXN0000000635,2024-10-27 05:55:48,P2M,Food,1107,SUCCESS,26-35,18-25,Gujarat,Axis,IndusInd,Android,4G,0,5,Sunday,1
TXN0000000636,2024-06-09 09:30:45,P2P,Food,135,SUCCESS,18-25,36-45,Gujarat,SBI,SBI,Android,WiFi,0,9,Sunday,1
TXN0000000637,2024-07-28 13:10:53,Bill Payment,Utilities,2362,SUCCESS,26-35,26-35,Tamil Nadu,ICICI,Kotak,Android,4G,0,13,Sunday,1
TXN0000000638,2024-05-27 00:11:22,P2P,Shopping,422,SUCCESS,18-25,26-35,Maharashtra,IndusInd,Kotak,Android,4G,0,0,Monday,0
TXN0000000639,2024-11-26 11:56:07,P2P,Grocery,3084,SUCCESS,26-35,18-25,Telangana,Yes Bank,SBI,Web,4G,0,11,Tuesday,0
TXN0000000640,2024-07-24 10:13:37,P2P,Entertainment,1001,SUCCESS,18-25,56+,Uttar Pradesh,ICICI,SBI,Android,4G,0,10,Wednesday,0
TXN0000000641,2024-08-06 20:01:23,P2P,Transport,98,SUCCESS,26-35,18-25,Andhra Pradesh,ICICI,ICICI,Android,4G,0,20,Tuesday,0
TXN0000000642,2024-04-15 18:03:47,Bill Payment,Education,14968,SUCCESS,26-35,36-45,Maharashtra,Kotak,SBI,Web,3G,0,18,Monday,0
TXN0000000643,2024-10-30 18:25:44,P2P,Food,135,SUCCESS,26-35,26-35,Andhra Pradesh,SBI,SBI,Web,5G,0,18,Wednesday,0
TXN0000000644,2024-12-28 20:30:14,P2M,Transport,287,SUCCESS,46-55,26-35,Andhra Pradesh,SBI,SBI,Android,3G,0,20,Saturday,1
TXN0000000645,2024-04-11 17:42:37,P2M,Fuel,607,SUCCESS,18-25,18-25,Rajasthan,HDFC,SBI,Android,3G,0,17,Thursday,0
TXN0000000646,2024-03-20 14:33:31,P2P,Grocery,892,SUCCESS,36-45,36-45,Tamil Nadu,HDFC,SBI,iOS,4G,0,14,Wednesday,0
TXN0000000647,2024-07-28 20:32:15,P2P,Grocery,304,SUCCESS,56+,26-35,Delhi,PNB,ICICI,Android,3G,0,20,Sunday,1
TXN0000000648,2024-06-09 16:54:18,P2P,Grocery,584,SUCCESS,18-25,36-45,Telangana,SBI,Axis,Android,4G,0,16,Sunday,1
TXN0000000649,2024-08-23 22:30:54,P2M,Transport,635,SUCCESS,18-25,26-35,Telangana,ICICI,Yes Bank,Android,5G,0,22,Friday,0
TXN0000000650,2024-11-20 16:25:35,P2P,Education,2093,SUCCESS,18-25,26-35,Delhi,SBI,Axis,Web,4G,0,16,Wednesday,0
TXN0000000651,2024-11-25 21:16:52,P2P,Shopping,181,SUCCESS,18-25,26-35,West Bengal,HDFC,HDFC,iOS,4G,0,21,Monday,0
TXN0000000652,2024-06-25 20:46:01,P2P,Shopping,758,SUCCESS,26-35,18-25,West Bengal,SBI,SBI,Web,5G,0,20,Tuesday,0
TXN0000000653,2024-09-22 09:50:16,P2M,Food,452,SUCCESS,18-25,26-35,Delhi,IndusInd,SBI,Android,WiFi,0,9,Sunday,1
TXN0000000654,2024-05-05 16:59:39,P2P,Fuel,454,SUCCESS,18-25,18-25,Delhi,HDFC,IndusInd,Android,3G,0,16,Sunday,1
TXN0000000655,2024-08-24 10:07:36,Recharge,Grocery,191,SUCCESS,36-45,46-55,Tamil Nadu,HDFC,PNB,Android,5G,0,10,Saturday,1
TXN0000000656,2024-12-16 13:17:15,P2P,Healthcare,545,SUCCESS,46-55,46-55,Telangana,SBI,HDFC,Android,5G,0,13,Monday,0
TXN0000000657,2024-07-29 19:50:40,P2M,Grocery,2036,SUCCESS,26-35,26-35,Rajasthan,Axis,SBI,Android,4G,0,19,Monday,0
TXN0000000658,2024-10-12 13:52:16,P2P,Food,471,SUCCESS,26-35,36-45,Delhi,ICICI,IndusInd,Android,4G,0,13,Saturday,1
TXN0000000659,2024-06-27 05:42:08,P2M,Shopping,358,SUCCESS,18-25,26-35,Delhi,ICICI,Kotak,Web,4G,0,5,Thursday,0
TXN0000000660,2024-07-12 16:58:43,P2P,Education,1222,FAILED,46-55,36-45,Uttar Pradesh,IndusInd,PNB,Android,5G,0,16,Friday,0
TXN0000000661,2024-06-13 11:05:10,P2M,Transport,105,SUCCESS,26-35,36-45,Karnataka,Axis,SBI,Android,4G,0,11,Thursday,0
TXN0000000662,2024-01-15 15:04:34,P2M,Food,166,SUCCESS,26-35,26-35,Delhi,IndusInd,Axis,Android,4G,0,15,Monday,0
TXN0000000663,2024-02-11 17:41:39,P2P,Shopping,1536,SUCCESS,26-35,56+,Delhi,IndusInd,SBI,Android,4G,0,17,Sunday,1
TXN0000000664,2024-10-05 19:30:05,P2M,Education,20396,SUCCESS,26-35,46-55,Andhra Pradesh,SBI,Kotak,iOS,4G,0,19,Saturday,1
TXN0000000665,2024-10-04 21:17:39,P2P,Other,165,FAILED,36-45,36-45,Telangana,Yes Bank,HDFC,Android,4G,0,21,Friday,0
TXN0000000666,2024-09-03 21:59:07,P2M,Education,7115,FAILED,36-45,26-35,West Bengal,HDFC,IndusInd,Android,WiFi,0,21,Tuesday,0
TXN0000000667,2024-03-16 21:22:16,P2M,Shopping,792,SUCCESS,18-25,26-35,Karnataka,SBI,Yes Bank,Web,4G,0,21,Saturday,1
TXN0000000668,2024-08-02 18:22:15,P2P,Grocery,1568,SUCCESS,56+,26-35,Tamil Nadu,ICICI,SBI,Android,4G,0,18,Friday,0
TXN0000000669,2024-08-29 23:01:49,Bill Payment,Healthcare,477,SUCCESS,26-35,46-55,Andhra Pradesh,SBI,IndusInd,Android,5G,0,23,Thursday,0
TXN0000000670,2024-08-27 20:25:24,P2P,Other,261,SUCCESS,18-25,36-45,Maharashtra,Axis,HDFC,Android,WiFi,0,20,Tuesday,0
TXN0000000671,2024-08-08 17:00:32,Bill Payment,Shopping,791,SUCCESS,26-35,26-35,Andhra Pradesh,HDFC,SBI,Android,4G,0,17,Thursday,0
TXN0000000672,2024-01-08 19:32:32,P2M,Food,74,SUCCESS,26-35,18-25,West Bengal,HDFC,ICICI,Android,4G,0,19,Monday,0
TXN0000000673,2024-10-07 21:11:25,P2P,Grocery,1023,SUCCESS,26-35,46-55,Gujarat,ICICI,Axis,Android,4G,0,21,Monday,0
TXN0000000674,2024-12-16 21:26:59,P2M,Grocery,588,SUCCESS,18-25,26-35,Rajasthan,PNB,PNB,Android,4G,0,21,Monday,0
TXN0000000675,2024-11-22 11:31:31,P2M,Utilities,3195,SUCCESS,18-25,26-35,West Bengal,ICICI,Axis,Android,WiFi,0,11,Friday,0
TXN0000000676,2024-01-06 14:24:32,Recharge,Entertainment,436,SUCCESS,36-45,46-55,Karnataka,ICICI,Axis,Android,4G,0,14,Saturday,1
TXN0000000677,2024-06-05 14:35:13,P2P,Other,497,SUCCESS,46-55,46-55,Karnataka,IndusInd,Axis,iOS,4G,0,14,Wednesday,0
TXN0000000678,2024-03-09 08:40:47,P2P,Other,416,FAILED,36-45,18-25,Rajasthan,HDFC,Axis,Android,WiFi,0,8,Saturday,1
TXN0000000679,2024-08-31 08:01:09,Bill Payment,Shopping,432,SUCCESS,18-25,18-25,Delhi,PNB,Yes Bank,Android,5G,0,8,Saturday,1
TXN0000000680,2024-09-01 15:07:11,Bill Payment,Fuel,557,SUCCESS,36-45,46-55,Gujarat,SBI,Yes Bank,iOS,4G,0,15,Sunday,1
TXN0000000681,2024-04-08 16:58:01,P2M,Fuel,824,SUCCESS,26-35,26-35,Andhra Pradesh,Yes Bank,SBI,Android,4G,0,16,Monday,0
